name,location,location,rate,votes,cost,cuisines,lat,lon
New Cool Joint,Sarjapur Road,HSR,3.5,23,150.0,"Fast Food, Beverages, Ice Cream, Juices, Sandwich",13.013111496645278,77.54742663129102
A2B - Adyar Ananda Bhavan,Indiranagar,MG Road,3.0,568,400.0,"South Indian, North Indian, Chinese, Street Food, Fast Food",13.054455325140388,77.50327351670047
Shri Vishnu Grand,Marathahalli,Sarjapur Road,3.1,142,450.0,"North Indian, South Indian, Chinese",12.959141819121,77.62464455250813
Daily Bite,Richmond Road,MG Road,3.5,14,250.0,"Desserts, Fast Food",12.960459980824469,77.58378619089868
The Cake House,Ulsoor,Residency Road,3.7,30,300.0,"Bakery, Fast Food",13.020137778371916,77.67355811908772
Pabrai's Fresh and Naturelle Icecreams,BTM,BTM,3.7,118,300.0,"Ice Cream, Desserts",13.060027516550415,77.51734586313715
Malabar Bay,BTM,Jayanagar,4.2,1541,800.0,"Kerala, Seafood, Chinese, Biryani, Juices",12.927545660303428,77.60677634497596
Midnight Hunger Solutions 24/7,Sanjay Nagar,New BEL Road,3.0,10,500.0,"North Indian, Mughlai, Chinese",12.91760105006114,77.57318989538904
YumYumDilli,Koramangala 7th Block,Koramangala 7th Block,3.7,53,500.0,North Indian,12.950351759757751,77.62297757659604
The Lakefront Kitchen,Electronic City,Sarjapur Road,3.7,19,600.0,"North Indian, Chinese, Mughlai",13.017611213467793,77.53243304230215
Bengaluru's Biryanis Paradise,Marathahalli,Marathahalli,3.7,26,300.0,Biryani,13.09768093843119,77.6072239253922
Cubbon Pavilion - ITC Gardenia,Richmond Road,MG Road,4.3,689,2500.0,"European, Continental, Chinese, Thai",12.972324062802688,77.53949914493926
Artinci Artisanal Ice Cream,Whitefield,Brookefield,4.0,58,300.0,"Desserts, Ice Cream",12.970163821867004,77.54828029402145
McDonald's,New BEL Road,New BEL Road,3.9,281,500.0,"Burger, Fast Food",12.9002894441042,77.5937003868725
Reddy's Paradise,Sarjapur Road,HSR,3.5,11,400.0,"Fast Food, Chinese, North Indian, Biryani",13.071674675952213,77.65508937401101
Waffle Magic,Koramangala 6th Block,Koramangala 4th Block,4.1,86,700.0,"Cafe, Desserts",13.077747157877324,77.56788082803645
Karachi Bakery,Koramangala 5th Block,Koramangala 6th Block,3.4,6,400.0,"Bakery, Desserts",12.955712542689946,77.69388477971593
Neethus Kitchen & Restaurant,Majestic,Rajajinagar,2.9,11,400.0,"North Indian, Chinese, South Indian",12.914796810018345,77.68602025751933
Sharaab Factory,Bellandur,Bellandur,3.9,392,1500.0,"Biryani, North Indian",12.940403133680498,77.65224283813033
Dunkin' Donuts,Brigade Road,MG Road,4.0,1086,550.0,"Desserts, Cafe, Beverages, Burger, Fast Food",13.018518069488893,77.5643279150521
Hotel Jai Jaganath,Marathahalli,Marathahalli,3.2,4,500.0,"Chinese, North Indian",12.936258494402782,77.6506024673549
South Side Grill,HSR,BTM,3.5,14,600.0,"Mughlai, North Indian, Andhra",12.973335775940596,77.6636829665407
Sangam Mess,Kammanahalli,Kammanahalli,4.2,232,300.0,"South Indian, Biryani, North Indian",12.994541379727258,77.53075354998427
Karavali Family Restaurant,Jayanagar,Koramangala 7th Block,3.5,90,500.0,"Seafood, Biryani, South Indian, North Indian, Chinese",12.982937541929886,77.61911404097971
Cake Box,Marathahalli,Bellandur,2.9,24,400.0,"Bakery, Desserts",12.916036002816382,77.65064823942822
BAR BAR,Whitefield,Whitefield,4.1,1003,1500.0,"Continental, North Indian, Italian",12.977703888075737,77.5634150381992
RICE BAR,Indiranagar,MG Road,3.0,12,500.0,"North Indian, Biryani",12.969959126158885,77.62749826691497
Mayur,Hosur Road,BTM,3.7,20,500.0,"North Indian, South Indian, Chinese",13.045526227539938,77.69794913498158
Smally's Resto Cafe,Koramangala 5th Block,Jayanagar,4.2,1700,650.0,"Cafe, Italian, Burger, American, Steak",12.957733260535091,77.65998922524169
Kolkata Kitchen,Electronic City,Electronic City,3.2,231,400.0,"North Indian, Fast Food, Biryani",12.919363746197444,77.56712496356917
Koshe Kosha,Koramangala 1st Block,Koramangala 4th Block,4.0,575,600.0,"Bengali, Seafood",13.039785532189043,77.5136984793775
Dum Biryani Hub,BTM,Koramangala 5th Block,3.9,66,700.0,Biryani,13.079873305784185,77.67978551745018
Lifetree CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Richmond Road,Residency Road,3.4,10,700.0,"North Indian, Chinese, Continental",13.066169256581675,77.67213517186998
Chai Point,Koramangala 6th Block,Koramangala 5th Block,4.0,293,250.0,"Tea, Beverages, Fast Food",12.981402158447464,77.65224071994851
Al Ameen Rolls Corner,Kammanahalli,Kammanahalli,3.7,16,200.0,Rolls,13.049313334760678,77.56207816508848
Punjab Bistro,Koramangala 7th Block,BTM,4.4,454,1500.0,North Indian,12.97334438171876,77.5113964907021
Pot Biryani,New BEL Road,Malleshwaram,3.8,154,450.0,"North Indian, Chinese, Biryani",12.978095688105222,77.59807761164132
GMT - Gelateria Montecatini Terme,Lavelle Road,Frazer Town,4.4,68,300.0,"Desserts, Ice Cream",13.019661215139203,77.67781128339098
Hyderabadi Bawarchi Biriyani,Bellandur,Sarjapur Road,3.4,4,450.0,Biryani,13.00663551875206,77.64553148201381
The Crunch,Brookefield,Marathahalli,3.3,6,300.0,Beverages,13.002062516682408,77.5898008119215
Chaat Chatore,Bannerghatta Road,Bannerghatta Road,3.1,5,300.0,Fast Food,12.906640621758273,77.61557557065001
RICE BAR,Indiranagar,Indiranagar,3.0,12,500.0,"North Indian, Biryani",12.984275388242771,77.68805666941645
Hungry Walker,Indiranagar,Indiranagar,4.0,40,400.0,"Indonesian, Thai, Vietnamese, Asian, Chinese, Continental, Malaysian",12.977094086939948,77.51629227767918
Indy's Comfort Food,Shivajinagar,MG Road,4.1,399,300.0,"North Indian, Beverages, Fast Food",13.034021489868888,77.65731620928337
Ugadi,Jayanagar,JP Nagar,2.9,177,700.0,"North Indian, Chinese, Biryani, Andhra, Mangalorean",13.016301661924814,77.5007409592644
Feast - Sheraton Grand Bangalore Hotel at Brigade...,Malleshwaram,Malleshwaram,4.3,950,2000.0,"North Indian, Continental",12.972160078651834,77.59122731062584
Roti Ghar,Basavanagudi,Basavanagudi,3.9,750,500.0,"North Indian, Chinese, South Indian",13.03337285150922,77.6493729422269
Kolkata Famous Kati Rolls,Old Airport Road,Old Airport Road,3.4,8,150.0,"Fast Food, Rolls",12.993376844326665,77.58582970417424
The Bundle Co.,MG Road,Brigade Road,4.4,222,700.0,"Burger, Continental, Italian, Beverages",13.082909732769712,77.5447913103475
Nithyothsav - Hotel Ramanashree,MG Road,MG Road,3.0,31,1000.0,"North Indian, Chinese",13.085369708632536,77.59615972577811
Pai's Kitchen,Koramangala 2nd Block,BTM,3.5,11,200.0,South Indian,12.975064269154602,77.64744065028525
Samaikya,HSR,Koramangala 5th Block,3.9,536,900.0,"Andhra, Seafood, Biryani",12.946265662461391,77.58421885683029
The Belgian Waffle Co.,Residency Road,Church Street,3.7,73,350.0,"Desserts, Beverages",13.000556688369336,77.66295690679291
Smoke-A-Pot,JP Nagar,Basavanagudi,3.6,91,500.0,"Biryani, North Indian, Rolls",12.953949922303398,77.50860683666134
Pingara,Koramangala 1st Block,Koramangala 5th Block,3.8,94,600.0,"North Indian, Chinese, Mangalorean",12.987953700777629,77.63823821733055
7 Plates,Kalyan Nagar,Kalyan Nagar,3.6,519,600.0,"North Indian, Mughlai, Rolls, Fast Food",13.066571161723584,77.63154048291145
Fish Chain,BTM,Koramangala 7th Block,4.1,58,250.0,"Seafood, BBQ, Biryani",12.942408672438592,77.62563320060781
Green Onion,Bannerghatta Road,JP Nagar,3.3,50,400.0,Chinese,12.943185120187792,77.68190730030997
Ambur Azad Darbar,BTM,Jayanagar,3.2,6,250.0,"North Indian, Fast Food, Biryani",13.090490252629277,77.63607291155743
KFC,HSR,Koramangala 6th Block,3.7,630,400.0,"Burger, Fast Food",13.091280155886682,77.56251088344067
Hattke,Sahakara Nagar,New BEL Road,3.5,27,350.0,"North Indian, South Indian",13.04429708188731,77.53112157783667
Punjab Grill,Malleshwaram,Rajajinagar,4.9,1973,2000.0,"North Indian, Mughlai",13.069857166431104,77.64375155239101
Utsav Restaurant,Bannerghatta Road,Bannerghatta Road,3.6,23,1000.0,"North Indian, Chinese, Italian, South Indian",12.926248975536478,77.68038688500924
Davangere Benna Dose Hotel,Jayanagar,Basavanagudi,4.1,90,100.0,South Indian,12.9219472397355,77.54152227311369
Sriracha,Lavelle Road,MG Road,4.3,698,1500.0,"Thai, Chinese, Indonesian, Asian, Momos",12.906825980814236,77.65952958200877
The Hungers Zone,BTM,Koramangala 7th Block,3.7,57,300.0,"Fast Food, Italian, Pizza",13.019023426164921,77.54050947573512
A1 Garam Masala,Kanakapura Road,JP Nagar,3.6,25,500.0,"North Indian, Andhra, Chinese",13.027004913228321,77.66954174364483
Fresh Bites,Koramangala 1st Block,Koramangala 5th Block,3.3,16,400.0,"Italian, Fast Food",12.991142673031366,77.62644978688729
Cupcake Noggins,HSR,HSR,4.1,106,300.0,"Desserts, Bakery",13.071826071950246,77.61913699502693
Doctor Juice,Kammanahalli,Kammanahalli,3.9,42,300.0,"Juices, Healthy Food",12.965620695168365,77.57882760082154
Somilan Steak House,Church Street,Church Street,4.3,527,800.0,"North Eastern, Asian, Naga, Steak, Momos",13.054930523958603,77.53856476345267
Kamat Minerva,Basavanagudi,Jayanagar,2.6,72,300.0,"South Indian, North Indian, Chinese",13.032106483087297,77.57123630783367
Mad Over Donuts,Malleshwaram,Rajajinagar,3.9,131,450.0,"Bakery, Desserts, Beverages",12.931356271028202,77.6064169558935
Italia - The Park Bangalore,MG Road,Lavelle Road,3.7,82,2500.0,Italian,12.960784736722653,77.6783573242585
Despiwich Dragon's Kitchen,Banaswadi,Kammanahalli,3.9,71,250.0,"Chinese, Fast Food",12.981104231040707,77.69739033726039
Behrouz Biryani,Residency Road,Residency Road,4.0,115,650.0,Biryani,13.002919744774859,77.51343637471203
Nikki's,Sadashiv Nagar,Malleshwaram,3.1,43,600.0,"Chinese, North Indian",13.043202728186568,77.58071892786518
Mayura 1989,Rajajinagar,Rajajinagar,3.7,103,900.0,"Andhra, Continental, Chinese",13.042336153932277,77.5691752113384
Daba Delights,Koramangala 4th Block,HSR,3.3,9,400.0,"North Indian, Mughlai",12.948301245371212,77.66183614134027
Gowri Sweets,Koramangala 8th Block,Koramangala 5th Block,3.3,4,300.0,"Mithai, Street Food",12.981254960111917,77.59016191514068
Sultan Rolls & Sandwiches,New BEL Road,New BEL Road,3.9,59,300.0,"Fast Food, Rolls",13.062198254611047,77.65181492154892
Monkey Bar,Indiranagar,Old Airport Road,4.3,3888,1400.0,"American, Asian, European, North Indian",13.024623897618937,77.69372575628991
Subhash Mess,New BEL Road,New BEL Road,3.7,23,200.0,North Indian,12.916363780912947,77.58782089550003
Upahara Darshini,Jayanagar,Banashankari,3.8,339,400.0,"South Indian, North Indian, Chinese",13.071297968237664,77.6053882450072
D'Brooks,Brookefield,Brookefield,3.4,8,400.0,"North Indian, Continental",12.967861053461913,77.56682572877504
Croons,Brigade Road,Church Street,3.8,26,350.0,Desserts,13.007371829300524,77.69064828266373
China Pearl,Koramangala 6th Block,Koramangala 4th Block,4.4,1854,1100.0,Chinese,12.953061274024083,77.68263646853391
Bansuri Sweets,Koramangala 6th Block,Koramangala 7th Block,3.7,73,250.0,"Mithai, North Indian, Street Food",12.942624560021113,77.60574220114975
Kulfreeze,Jayanagar,Basavanagudi,3.9,16,200.0,"Ice Cream, Desserts",12.900643652720856,77.60682732382726
Shree Mithai,Koramangala 7th Block,Koramangala 7th Block,3.3,9,150.0,"Desserts, Street Food, Mithai",13.009533646902469,77.5364373974653
MouthFull Of Cake,Basaveshwara Nagar,Rajajinagar,3.9,57,600.0,Desserts,12.981317081993161,77.52624228505613
Royal Treat,Koramangala 5th Block,Koramangala 4th Block,4.1,439,500.0,"North Indian, Chinese, Biryani",13.021746096516969,77.61860184561493
Juicemaker,Koramangala 8th Block,Koramangala 4th Block,3.9,164,400.0,"Beverages, Fast Food",12.905205909963428,77.58782688550448
Empire Restaurant,Church Street,Church Street,4.0,3213,750.0,"North Indian, Mughlai, South Indian, Chinese",13.078794611492501,77.682049475049
Gaura's Secret Recipe,Marathahalli,Brookefield,3.8,31,250.0,"North Indian, Gujarati, Rajasthani",12.941766187098919,77.6743664717986
Clove Rooftop,Jayanagar,Jayanagar,3.8,234,1000.0,"Konkan, Seafood",13.07059122273475,77.59145298504684
Daawat Restaurant Bar & Pub,Koramangala 7th Block,Koramangala 5th Block,3.5,9,700.0,"Finger Food, North Indian, Seafood, Mangalorean, Chinese",12.901590836255709,77.54028999126626
Halli Jonne Biriyani,Jayanagar,Basavanagudi,4.2,380,400.0,"Biryani, Kebab",12.922953774373843,77.68774658160868
7 Plates,Frazer Town,Lavelle Road,3.9,170,600.0,"North Indian, Mughlai, Rolls, Fast Food",12.909292295444383,77.53190492936868
Naati Biriyani,BTM,Koramangala 7th Block,3.1,4,300.0,"Kebab, Biryani",12.997365885587485,77.60623358688525
The Maori - Aurick Boutique Hotel,JP Nagar,Jayanagar,3.5,44,1000.0,"Chinese, North Indian",12.926516436036236,77.68142007228997
Gharelu Zaika,JP Nagar,Bannerghatta Road,3.7,22,250.0,North Indian,12.93077918126797,77.63497048294387
Cupcake Bliss,Domlur,Koramangala 6th Block,3.6,8,250.0,Bakery,12.961147494802924,77.51463219910521
Oregano Soul Food,Whitefield,Brookefield,4.1,142,700.0,Cafe,13.065371712194551,77.56819914455113
Hanoi - Vietnamese Cuisine,Koramangala 4th Block,Koramangala 5th Block,4.4,1808,1000.0,Vietnamese,12.95431978471608,77.54347360484373
Baskin Robbins,Whitefield,Whitefield,2.9,55,250.0,"Ice Cream, Desserts",12.910034834413187,77.62105206910924
Mad About China,Whitefield,Brookefield,3.9,146,600.0,"Chinese, Momos",13.092695989494866,77.6997219180226
Asia In A Box,Bellandur,Sarjapur Road,3.1,10,550.0,"Thai, Asian",13.001838649491585,77.57249560328118
Sagar Fast Food,Koramangala 3rd Block,Koramangala 4th Block,4.0,76,300.0,"South Indian, North Indian, Fast Food",12.922066954765041,77.58687923921468
Mr. Beans - Home Cafe,Koramangala 3rd Block,Koramangala 6th Block,4.2,2714,1000.0,"Cafe, Continental, Italian",13.055968516203864,77.50423681884257
Chatter Platter,BTM,JP Nagar,3.4,30,300.0,"Street Food, North Indian",13.077306134141033,77.62431410117425
Tasty Khaana Khazana,Bommanahalli,BTM,3.3,6,300.0,North Indian,12.914013739144238,77.65838651933569
The Cake House,Ulsoor,Frazer Town,3.7,29,300.0,"Bakery, Fast Food",12.967189230675787,77.68610520014167
Haldiram's Express,Brigade Road,Brigade Road,3.6,44,300.0,North Indian,13.001778111118211,77.5606429786601
Soup N Grill,Whitefield,Whitefield,3.5,14,600.0,"Chinese, North Indian",12.973302870737136,77.58556458975373
Bangalore Pub Exchange,MG Road,Brigade Road,4.1,209,1000.0,"Continental, Finger Food, Pizza, North Indian",13.039927913924425,77.5436333740403
Green Theory,Residency Road,Residency Road,4.2,2859,800.0,"Italian, Salad, Healthy Food, Cafe, Asian, Desserts, Pizza",13.07966568718477,77.535306869652
Sandwich Hub,Jayanagar,Jayanagar,3.4,12,300.0,"Fast Food, Sandwich",13.008706875674825,77.57897964966823
Fiero! Pizzeria,Koramangala 6th Block,Koramangala 6th Block,4.0,62,400.0,"Italian, Fast Food, Pizza",12.913600056729516,77.61474415953933
Maziga,Whitefield,Whitefield,4.7,292,1500.0,Modern Indian,12.985231665029055,77.50455368446734
Oregano Pizzeria,Frazer Town,Frazer Town,3.5,62,300.0,"Italian, Pizza",12.920589228940058,77.63194478776482
FreshMenu,Banashankari,Basavanagudi,3.9,627,450.0,"Healthy Food, Chinese, Biryani, North Indian, Continental, Salad, American, Burger",12.98617750473236,77.68298892576951
Pind Balluchi,Brigade Road,Brigade Road,4.0,1021,700.0,"North Indian, Mughlai",13.042884832814249,77.51728067209437
Latitude Whitefield,Whitefield,Whitefield,3.9,327,2000.0,"North Indian, Continental, Asian, Italian",12.933394545209438,77.6768494028181
Once Upon a Rooftop,Jayanagar,Jayanagar,4.3,1248,1000.0,"Pizza, Italian, Chinese, Thai",13.0791438349496,77.53344722575898
Ice & Spice,Frazer Town,Lavelle Road,3.0,96,650.0,"Continental, Pizza, Fast Food",13.00648406710666,77.55469395242096
Eat Repeat Express,Koramangala 5th Block,Koramangala 4th Block,3.5,10,600.0,"North Indian, Chinese, Continental",12.903943946440863,77.54558214344533
Airlines Hotel,Lavelle Road,Brigade Road,4.0,867,400.0,"South Indian, North Indian, Street Food",12.915116722770813,77.6790025513253
AQNI,New BEL Road,Malleshwaram,3.6,89,650.0,"North Indian, Mughlai, Biryani, Rolls",12.902179094605069,77.68424568250812
Karavali Kolimane,Wilson Garden,Basavanagudi,3.7,28,350.0,"Mangalorean, Chinese, North Indian",12.942408967981645,77.53484040672863
Brewz Coffee,BTM,Jayanagar,3.0,61,650.0,Cafe,12.940292299158632,77.55384456307968
KFC,HSR,Koramangala 5th Block,3.7,630,400.0,"Burger, Fast Food",12.977687387710516,77.59474268302976
#FeelTheROLL,Bellandur,Sarjapur Road,3.4,7,200.0,Fast Food,13.051067995671094,77.52893859599516
OCEA HOTEL,Brigade Road,Indiranagar,3.7,278,800.0,"North Indian, Chinese, Seafood",12.990116498563223,77.54814935848313
Sankranthi Veg Restaurant,BTM,BTM,3.0,102,600.0,"South Indian, North Indian, Chinese",12.983088600118418,77.58233752490281
Spicy Onion,Whitefield,Whitefield,3.6,30,400.0,"North Indian, Chinese",12.902034763613496,77.5865539023089
Chakum Chukum Calcutta On A Roll,Indiranagar,Old Airport Road,2.8,94,400.0,"Fast Food, Rolls",12.981847679409492,77.64169725429187
Jamavar - The Leela Palace,Old Airport Road,Old Airport Road,4.2,522,4000.0,"North Indian, South Indian",13.075052321531599,77.69542139470676
Atty's Bakery,Frazer Town,Brigade Road,4.0,73,250.0,Bakery,12.915691163263425,77.5019621793886
24 Carats - The Capitol,Cunningham Road,Lavelle Road,3.1,46,1000.0,"Asian, Continental",13.054703450454259,77.57125859206621
Sherlock's Pub,Brookefield,Marathahalli,3.3,272,1500.0,"Continental, North Indian, Chinese",13.094751861448602,77.5035114959658
Khichadiwala,HSR,BTM,3.9,15,400.0,North Indian,12.925222028335725,77.6351067286097
Tree Top,Wilson Garden,Koramangala 6th Block,3.8,75,1000.0,"Continental, Chinese, North Indian, South Indian",12.950262591745089,77.55818415008666
Egg House,Koramangala 5th Block,Koramangala 5th Block,2.9,14,400.0,"Continental, Italian, Fast Food",13.084161317401563,77.61452734131451
Delhi Restaurant,Marathahalli,Sarjapur Road,3.8,55,400.0,"North Indian, Mughlai, Chinese",13.085360673287957,77.5597556850546
Mojo Pizza - 2X Toppings,Rajajinagar,Rajajinagar,4.2,290,600.0,Pizza,13.059421004466818,77.51731080503001
Kaapi Kendra,Jayanagar,Banashankari,3.7,14,100.0,South Indian,13.082648110511293,77.59984780138834
Warm Oven,Kalyan Nagar,Kammanahalli,3.8,24,500.0,"Bakery, Desserts",13.057887679763091,77.51599076822033
The Marash,Koramangala 5th Block,Jayanagar,4.3,64,250.0,"Turkish, Desserts",12.99557813218915,77.6724763836977
Chocoberry,Jayanagar,Koramangala 7th Block,3.6,57,400.0,"Ice Cream, Desserts, Beverages",13.053117647528737,77.62138474353617
Biryani Treats,Kalyan Nagar,Kammanahalli,2.6,45,650.0,Biryani,13.093780343422807,77.51569180010817
Churrascaria Brazil,Kammanahalli,Kalyan Nagar,4.1,111,1400.0,European,13.027460965285664,77.56971570312085
Silsila Restaurant,Sarjapur Road,Bellandur,3.7,31,600.0,"Chinese, North Indian",13.07311542912491,77.63171527363264
Hot & Cold Hut,Koramangala 4th Block,Koramangala 7th Block,3.0,46,200.0,"Fast Food, Rolls, Juices",13.001800924312413,77.68648726389269
Dadi's Dum Biryani,BTM,Koramangala 4th Block,4.1,2727,800.0,"Biryani, North Indian, Mughlai",12.98261086959068,77.68695013625194
Danny Lambas Punjabi Dhaba,Indiranagar,Brigade Road,3.5,98,600.0,"North Indian, Chinese, Biryani",12.965348508406008,77.55589103106402
Roomali,Church Street,Brigade Road,4.0,171,1300.0,North Indian,12.906348753074598,77.6620725745095
Occasions,Koramangala 4th Block,Koramangala 6th Block,4.3,190,400.0,"Bakery, Desserts",13.097912656365828,77.5357723322445
